"year","party","candidate_name","poll_date","weeks_left","days_left","before_convention","avg_support"
2004,"republican","George W. Bush",2004-02-29,35,247,TRUE,46.113582
2004,"republican","George W. Bush",2004-03-01,35,246,TRUE,46.031926
2004,"republican","George W. Bush",2004-03-03,35,244,TRUE,46.905646
2004,"republican","George W. Bush",2004-03-04,35,243,TRUE,45.782209
2004,"republican","George W. Bush",2004-03-07,34,240,TRUE,45.320812
2004,"republican","George W. Bush",2004-03-08,34,239,TRUE,45.618126
2004,"republican","George W. Bush",2004-03-11,34,236,TRUE,45.6778616666667
2004,"republican","George W. Bush",2004-03-14,33,233,TRUE,45.7923248
2004,"republican","George W. Bush",2004-03-19,33,228,TRUE,46.2436
2004,"republican","George W. Bush",2004-03-21,32,226,TRUE,48.0447
2004,"republican","George W. Bush",2004-03-24,32,223,TRUE,47.866399
2004,"republican","George W. Bush",2004-03-26,32,221,TRUE,47.920842
2004,"republican","George W. Bush",2004-03-28,31,219,TRUE,48.8423605
2004,"republican","George W. Bush",2004-03-30,31,217,TRUE,48.695278
2004,"republican","George W. Bush",2004-03-31,31,216,TRUE,48.231204
2004,"republican","George W. Bush",2004-04-01,31,215,TRUE,47.726218
2004,"republican","George W. Bush",2004-04-03,30,213,TRUE,47.391334
2004,"republican","George W. Bush",2004-04-04,30,212,TRUE,47.34582
2004,"republican","George W. Bush",2004-04-07,30,209,TRUE,46.9458545
2004,"republican","George W. Bush",2004-04-09,30,207,TRUE,46.5548534
2004,"republican","George W. Bush",2004-04-14,29,202,TRUE,45.2979446666667
2004,"republican","George W. Bush",2004-04-17,28,199,TRUE,45.106378
2004,"republican","George W. Bush",2004-04-18,28,198,TRUE,46.19332175
2004,"republican","George W. Bush",2004-04-22,28,194,TRUE,45.933923
2004,"republican","George W. Bush",2004-04-23,28,193,TRUE,46.0058116666667
2004,"republican","George W. Bush",2004-04-27,27,189,TRUE,45.4576405
2004,"republican","George W. Bush",2004-05-01,26,185,TRUE,45.866185
2004,"republican","George W. Bush",2004-05-03,26,183,TRUE,46.030379
2004,"republican","George W. Bush",2004-05-04,26,182,TRUE,46.116237
2004,"republican","George W. Bush",2004-05-05,26,181,TRUE,46.1635273333333
2004,"republican","George W. Bush",2004-05-06,26,180,TRUE,46.155631
2004,"republican","George W. Bush",2004-05-09,25,177,TRUE,45.80968425
2004,"republican","George W. Bush",2004-05-13,25,173,TRUE,45.488491
2004,"republican","George W. Bush",2004-05-14,25,172,TRUE,45.53908475
2004,"republican","George W. Bush",2004-05-18,24,168,TRUE,45.714776
2004,"republican","George W. Bush",2004-05-19,24,167,TRUE,45.2281603333333
2004,"republican","George W. Bush",2004-05-22,23,164,TRUE,45.347257
2004,"republican","George W. Bush",2004-05-23,23,163,TRUE,45.6919240909091
2004,"republican","George W. Bush",2004-06-03,22,152,TRUE,46.258694
2004,"republican","George W. Bush",2004-06-04,22,151,TRUE,46.650018
2004,"republican","George W. Bush",2004-06-05,21,150,TRUE,46.246775
2004,"republican","George W. Bush",2004-06-06,21,149,TRUE,46.143966
2004,"republican","George W. Bush",2004-06-08,21,147,TRUE,46.112013
2004,"republican","George W. Bush",2004-06-09,21,146,TRUE,46.0759435
2004,"republican","George W. Bush",2004-06-13,20,142,TRUE,46.0206235
2004,"republican","George W. Bush",2004-06-15,20,140,TRUE,46.3933955
2004,"republican","George W. Bush",2004-06-17,20,138,TRUE,46.608853
2004,"republican","George W. Bush",2004-06-19,19,136,TRUE,46.601337
2004,"republican","George W. Bush",2004-06-20,19,135,TRUE,46.5573
2004,"republican","George W. Bush",2004-06-23,19,132,TRUE,47.368024
2004,"republican","George W. Bush",2004-06-27,18,128,TRUE,47.455531
2004,"republican","George W. Bush",2004-06-28,18,127,TRUE,47.3661802
2004,"republican","George W. Bush",2004-07-03,17,122,TRUE,47.543502
2004,"republican","George W. Bush",2004-07-06,17,119,TRUE,47.226585
2004,"republican","George W. Bush",2004-07-07,17,118,TRUE,47.318906
2004,"republican","George W. Bush",2004-07-09,17,116,TRUE,46.964029
2004,"republican","George W. Bush",2004-07-11,16,114,TRUE,46.790601
2004,"republican","George W. Bush",2004-07-13,16,112,TRUE,46.534236
2004,"republican","George W. Bush",2004-07-15,16,110,TRUE,45.973617
2004,"republican","George W. Bush",2004-07-17,15,108,TRUE,45.789471
2004,"republican","George W. Bush",2004-07-21,15,104,TRUE,45.753462
2004,"republican","George W. Bush",2004-07-22,15,103,TRUE,45.67429
2004,"republican","George W. Bush",2004-07-24,14,101,TRUE,45.547139
2004,"republican","George W. Bush",2004-07-25,14,100,TRUE,46.021869
2004,"republican","George W. Bush",2004-07-29,14,96,TRUE,45.90114
2004,"republican","George W. Bush",2004-07-30,14,95,TRUE,45.56056
2004,"republican","George W. Bush",2004-07-31,13,94,TRUE,46.346845
2004,"republican","George W. Bush",2004-08-01,13,93,TRUE,46.709191
2004,"republican","George W. Bush",2004-08-02,13,92,TRUE,46.712438
2004,"republican","George W. Bush",2004-08-04,13,90,TRUE,46.1545675
2004,"republican","George W. Bush",2004-08-05,13,89,TRUE,45.968827
2004,"republican","George W. Bush",2004-08-08,12,86,TRUE,46.208411
2004,"republican","George W. Bush",2004-08-10,12,84,TRUE,45.98303
2004,"republican","George W. Bush",2004-08-11,12,83,TRUE,46.090804
2004,"republican","George W. Bush",2004-08-14,11,80,TRUE,46.026632
2004,"republican","George W. Bush",2004-08-15,11,79,TRUE,46.0496865
2004,"republican","George W. Bush",2004-08-17,11,77,TRUE,46.262247
2004,"republican","George W. Bush",2004-08-18,11,76,TRUE,46.305534
2004,"republican","George W. Bush",2004-08-23,10,71,TRUE,46.338425
2004,"republican","George W. Bush",2004-08-24,10,70,TRUE,46.792021
2004,"republican","George W. Bush",2004-08-25,10,69,TRUE,46.819123
2004,"republican","George W. Bush",2004-08-26,10,68,TRUE,46.8813035
2004,"republican","George W. Bush",2004-08-29,9,65,TRUE,46.8665203333333
2004,"republican","George W. Bush",2004-09-01,9,62,TRUE,47.408288
2004,"republican","George W. Bush",2004-09-02,9,61,FALSE,48.828662
2004,"republican","George W. Bush",2004-09-03,9,60,FALSE,50.124267
2004,"republican","George W. Bush",2004-09-05,8,58,FALSE,50.1640656666667
2004,"republican","George W. Bush",2004-09-08,8,55,FALSE,50.198451
2004,"republican","George W. Bush",2004-09-09,8,54,FALSE,50.298214
2004,"republican","George W. Bush",2004-09-10,8,53,FALSE,50.3932735
2004,"republican","George W. Bush",2004-09-12,7,51,FALSE,50.3696765
2004,"republican","George W. Bush",2004-09-14,7,49,FALSE,49.987924
2004,"republican","George W. Bush",2004-09-15,7,48,FALSE,50.213348
2004,"republican","George W. Bush",2004-09-16,7,47,FALSE,50.2964655
2004,"republican","George W. Bush",2004-09-18,6,45,FALSE,50.180503
2004,"republican","George W. Bush",2004-09-19,6,44,FALSE,49.9423695
2004,"republican","George W. Bush",2004-09-21,6,42,FALSE,49.668478
2004,"republican","George W. Bush",2004-09-22,6,41,FALSE,49.624307
2004,"republican","George W. Bush",2004-09-23,6,40,FALSE,49.5193605
2004,"republican","George W. Bush",2004-09-26,5,37,FALSE,49.4420245
2004,"republican","George W. Bush",2004-09-28,5,35,FALSE,49.521131
2004,"republican","George W. Bush",2004-09-30,5,33,FALSE,49.552751
2004,"republican","George W. Bush",2004-10-02,4,31,FALSE,48.755622
2004,"republican","George W. Bush",2004-10-03,4,30,FALSE,48.846313
2004,"republican","George W. Bush",2004-10-04,4,29,FALSE,48.784673
2004,"republican","George W. Bush",2004-10-05,4,28,FALSE,48.710587
2004,"republican","George W. Bush",2004-10-06,4,27,FALSE,48.257319
2004,"republican","George W. Bush",2004-10-07,4,26,FALSE,48.19982
2004,"republican","George W. Bush",2004-10-09,3,24,FALSE,48.198495
2004,"republican","George W. Bush",2004-10-10,3,23,FALSE,47.978035
2004,"republican","George W. Bush",2004-10-11,3,22,FALSE,47.799417
2004,"republican","George W. Bush",2004-10-12,3,21,FALSE,47.755445
2004,"republican","George W. Bush",2004-10-13,3,20,FALSE,47.741763
2004,"republican","George W. Bush",2004-10-14,3,19,FALSE,48.126012
2004,"republican","George W. Bush",2004-10-15,3,18,FALSE,48.053991
2004,"republican","George W. Bush",2004-10-16,2,17,FALSE,48.370571
2004,"republican","George W. Bush",2004-10-17,2,16,FALSE,48.422965
2004,"republican","George W. Bush",2004-10-18,2,15,FALSE,48.275091
2004,"republican","George W. Bush",2004-10-19,2,14,FALSE,48.311509
2004,"republican","George W. Bush",2004-10-20,2,13,FALSE,48.20592
2004,"republican","George W. Bush",2004-10-21,2,12,FALSE,48.241823
2004,"republican","George W. Bush",2004-10-22,2,11,FALSE,48.230268
2004,"republican","George W. Bush",2004-10-23,1,10,FALSE,48.283313
2004,"republican","George W. Bush",2004-10-24,1,9,FALSE,48.317762
2004,"republican","George W. Bush",2004-10-25,1,8,FALSE,48.307689
2004,"republican","George W. Bush",2004-10-26,1,7,FALSE,48.364444
2004,"republican","George W. Bush",2004-10-27,1,6,FALSE,48.3574
2004,"republican","George W. Bush",2004-10-28,1,5,FALSE,48.554985
2004,"republican","George W. Bush",2004-10-29,1,4,FALSE,48.515562
2004,"republican","George W. Bush",2004-10-30,0,3,FALSE,48.503001
2004,"republican","George W. Bush",2004-10-31,0,2,FALSE,48.455766
2004,"republican","George W. Bush",2004-11-01,0,1,FALSE,48.585807
2008,"democrat","Barack Obama",2008-02-26,36,252,TRUE,47.746814
2008,"democrat","Barack Obama",2008-03-01,35,248,TRUE,47.638021
2008,"democrat","Barack Obama",2008-03-02,35,247,TRUE,48.35319
2008,"democrat","Barack Obama",2008-03-04,35,245,TRUE,48.149049
2008,"democrat","Barack Obama",2008-03-05,35,244,TRUE,47.584853
2008,"democrat","Barack Obama",2008-03-06,35,243,TRUE,47.65901
2008,"democrat","Barack Obama",2008-03-09,34,240,TRUE,46.792827
2008,"democrat","Barack Obama",2008-03-10,34,239,TRUE,46.9836153333333
2008,"democrat","Barack Obama",2008-03-13,34,236,TRUE,46.802549
2008,"democrat","Barack Obama",2008-03-14,34,235,TRUE,45.9504685
2008,"democrat","Barack Obama",2008-03-16,33,233,TRUE,45.691851
2008,"democrat","Barack Obama",2008-03-17,33,232,TRUE,45.505846
2008,"democrat","Barack Obama",2008-03-18,33,231,TRUE,45.730834
2008,"democrat","Barack Obama",2008-03-19,33,230,TRUE,45.54936
2008,"democrat","Barack Obama",2008-03-21,33,228,TRUE,45.256457
2008,"democrat","Barack Obama",2008-03-22,32,227,TRUE,45.574325
2008,"democrat","Barack Obama",2008-03-24,32,225,TRUE,44.804064
2008,"democrat","Barack Obama",2008-03-25,32,224,TRUE,44.6069085
2008,"democrat","Barack Obama",2008-03-27,32,222,TRUE,44.497318
2008,"democrat","Barack Obama",2008-03-29,31,220,TRUE,44.462079
2008,"democrat","Barack Obama",2008-03-31,31,218,TRUE,44.2144185
2008,"democrat","Barack Obama",2008-04-02,31,216,TRUE,44.2808495
2008,"democrat","Barack Obama",2008-04-06,30,212,TRUE,44.525686
2008,"democrat","Barack Obama",2008-04-07,30,211,TRUE,44.514799
2008,"democrat","Barack Obama",2008-04-08,30,210,TRUE,44.455473
2008,"democrat","Barack Obama",2008-04-09,30,209,TRUE,44.632418
2008,"democrat","Barack Obama",2008-04-10,30,208,TRUE,44.845567
2008,"democrat","Barack Obama",2008-04-12,29,206,TRUE,44.769175
2008,"democrat","Barack Obama",2008-04-13,29,205,TRUE,45.262561
2008,"democrat","Barack Obama",2008-04-14,29,204,TRUE,44.557986
2008,"democrat","Barack Obama",2008-04-16,29,202,TRUE,44.478756
2008,"democrat","Barack Obama",2008-04-17,29,201,TRUE,45.1163783333333
2008,"democrat","Barack Obama",2008-04-20,28,198,TRUE,45.328144
2008,"democrat","Barack Obama",2008-04-21,28,197,TRUE,45.388954
2008,"democrat","Barack Obama",2008-04-22,28,196,TRUE,45.2771726666667
2008,"democrat","Barack Obama",2008-04-25,28,193,TRUE,45.598576
2008,"democrat","Barack Obama",2008-04-27,27,191,TRUE,46.046046
2008,"democrat","Barack Obama",2008-04-28,27,190,TRUE,46.129256
2008,"democrat","Barack Obama",2008-04-29,27,189,TRUE,45.849985
2008,"democrat","Barack Obama",2008-04-30,27,188,TRUE,45.8692
2008,"democrat","Barack Obama",2008-05-02,27,186,TRUE,45.81091
2008,"democrat","Barack Obama",2008-05-03,26,185,TRUE,46.098626
2008,"democrat","Barack Obama",2008-05-04,26,184,TRUE,46.0721985
2008,"democrat","Barack Obama",2008-05-06,26,182,TRUE,46.062639
2008,"democrat","Barack Obama",2008-05-08,26,180,TRUE,46.5443425
2008,"democrat","Barack Obama",2008-05-10,25,178,TRUE,46.727955
2008,"democrat","Barack Obama",2008-05-11,25,177,TRUE,47.07869
2008,"democrat","Barack Obama",2008-05-12,25,176,TRUE,47.236516
2008,"democrat","Barack Obama",2008-05-13,25,175,TRUE,47.383508
2008,"democrat","Barack Obama",2008-05-15,25,173,TRUE,47.1124965
2008,"democrat","Barack Obama",2008-05-16,25,172,TRUE,46.994007
2008,"democrat","Barack Obama",2008-05-18,24,170,TRUE,47.0859685
2008,"democrat","Barack Obama",2008-05-20,24,168,TRUE,46.951429
2008,"democrat","Barack Obama",2008-05-21,24,167,TRUE,47.150007
2008,"democrat","Barack Obama",2008-05-22,24,166,TRUE,47.028316
2008,"democrat","Barack Obama",2008-05-24,23,164,TRUE,46.77817
2008,"democrat","Barack Obama",2008-05-25,23,163,TRUE,46.584468
2008,"democrat","Barack Obama",2008-05-27,23,161,TRUE,46.547016
2008,"democrat","Barack Obama",2008-05-28,23,160,TRUE,46.203875
2008,"democrat","Barack Obama",2008-05-31,22,157,TRUE,45.922351
2008,"democrat","Barack Obama",2008-06-01,22,156,TRUE,46.058956
2008,"democrat","Barack Obama",2008-06-03,22,154,TRUE,46.060981
2008,"democrat","Barack Obama",2008-06-04,22,153,TRUE,46.3482
2008,"democrat","Barack Obama",2008-06-05,22,152,TRUE,46.226886
2008,"democrat","Barack Obama",2008-06-07,21,150,TRUE,46.976185
2008,"democrat","Barack Obama",2008-06-08,21,149,TRUE,46.349934
2008,"democrat","Barack Obama",2008-06-09,21,148,TRUE,46.681587
2008,"democrat","Barack Obama",2008-06-10,21,147,TRUE,46.816689
2008,"democrat","Barack Obama",2008-06-11,21,146,TRUE,46.4353395
2008,"democrat","Barack Obama",2008-06-13,21,144,TRUE,46.466786
2008,"democrat","Barack Obama",2008-06-14,20,143,TRUE,46.50985
2008,"democrat","Barack Obama",2008-06-15,20,142,TRUE,46.205282
2008,"democrat","Barack Obama",2008-06-16,20,141,TRUE,46.231519
2008,"democrat","Barack Obama",2008-06-17,20,140,TRUE,45.998579
2008,"democrat","Barack Obama",2008-06-18,20,139,TRUE,45.810377
2008,"democrat","Barack Obama",2008-06-19,20,138,TRUE,46.2966606666667
2008,"democrat","Barack Obama",2008-06-22,19,135,TRUE,46.301541
2008,"democrat","Barack Obama",2008-06-23,19,134,TRUE,46.398908
2008,"democrat","Barack Obama",2008-06-25,19,132,TRUE,46.3374696666667
2008,"democrat","Barack Obama",2008-06-28,18,129,TRUE,46.529951
2008,"democrat","Barack Obama",2008-06-29,18,128,TRUE,46.5310765
2008,"democrat","Barack Obama",2008-07-01,18,126,TRUE,46.679091
2008,"democrat","Barack Obama",2008-07-02,18,125,TRUE,46.47227575
2008,"democrat","Barack Obama",2008-07-06,17,121,TRUE,46.774532
2008,"democrat","Barack Obama",2008-07-09,17,118,TRUE,46.633654
2008,"democrat","Barack Obama",2008-07-10,17,117,TRUE,46.0151315
2008,"democrat","Barack Obama",2008-07-12,16,115,TRUE,45.787595
2008,"democrat","Barack Obama",2008-07-13,16,114,TRUE,46.2798875
2008,"democrat","Barack Obama",2008-07-15,16,112,TRUE,46.217773
2008,"democrat","Barack Obama",2008-07-16,16,111,TRUE,46.206593
2008,"democrat","Barack Obama",2008-07-17,16,110,TRUE,46.194509
2008,"democrat","Barack Obama",2008-07-18,16,109,TRUE,46.127745
2008,"democrat","Barack Obama",2008-07-19,15,108,TRUE,46.152266
2008,"democrat","Barack Obama",2008-07-21,15,106,TRUE,46.28738
2008,"democrat","Barack Obama",2008-07-22,15,105,TRUE,46.310291
2008,"democrat","Barack Obama",2008-07-23,15,104,TRUE,45.955239
2008,"democrat","Barack Obama",2008-07-24,15,103,TRUE,46.123134
2008,"democrat","Barack Obama",2008-07-25,15,102,TRUE,46.206659
2008,"democrat","Barack Obama",2008-07-27,14,100,TRUE,46.047697
2008,"democrat","Barack Obama",2008-07-28,14,99,TRUE,46.066925
2008,"democrat","Barack Obama",2008-07-29,14,98,TRUE,46.258168
2008,"democrat","Barack Obama",2008-07-30,14,97,TRUE,46.183363
2008,"democrat","Barack Obama",2008-07-31,14,96,TRUE,46.205255
2008,"democrat","Barack Obama",2008-08-01,14,95,TRUE,45.842672
2008,"democrat","Barack Obama",2008-08-02,13,94,TRUE,45.77293
2008,"democrat","Barack Obama",2008-08-03,13,93,TRUE,45.7141595
2008,"democrat","Barack Obama",2008-08-05,13,91,TRUE,45.607011
2008,"democrat","Barack Obama",2008-08-06,13,90,TRUE,45.723149
2008,"democrat","Barack Obama",2008-08-08,13,88,TRUE,45.837803
2008,"democrat","Barack Obama",2008-08-09,12,87,TRUE,45.814974
2008,"democrat","Barack Obama",2008-08-10,12,86,TRUE,45.70029
2008,"democrat","Barack Obama",2008-08-11,12,85,TRUE,45.72953
2008,"democrat","Barack Obama",2008-08-12,12,84,TRUE,45.803974
2008,"democrat","Barack Obama",2008-08-13,12,83,TRUE,45.771024
2008,"democrat","Barack Obama",2008-08-14,12,82,TRUE,45.641235
2008,"democrat","Barack Obama",2008-08-15,12,81,TRUE,45.620815
2008,"democrat","Barack Obama",2008-08-16,11,80,TRUE,45.517246
2008,"democrat","Barack Obama",2008-08-17,11,79,TRUE,45.55118
2008,"democrat","Barack Obama",2008-08-18,11,78,TRUE,45.426819
2008,"democrat","Barack Obama",2008-08-20,11,76,TRUE,45.211636
2008,"democrat","Barack Obama",2008-08-22,11,74,TRUE,45.303859
2008,"democrat","Barack Obama",2008-08-23,10,73,TRUE,45.374062
2008,"democrat","Barack Obama",2008-08-24,10,72,TRUE,45.402311
2008,"democrat","Barack Obama",2008-08-26,10,70,TRUE,45.348238
2008,"democrat","Barack Obama",2008-08-27,10,69,TRUE,45.544769
2008,"democrat","Barack Obama",2008-08-29,10,67,FALSE,46.687839
2008,"democrat","Barack Obama",2008-08-30,9,66,FALSE,46.99196
2008,"democrat","Barack Obama",2008-08-31,9,65,FALSE,47.215505
2008,"democrat","Barack Obama",2008-09-01,9,64,FALSE,47.618948
2008,"democrat","Barack Obama",2008-09-03,9,62,FALSE,47.665866
2008,"democrat","Barack Obama",2008-09-04,9,61,FALSE,47.319846
2008,"democrat","Barack Obama",2008-09-06,8,59,FALSE,47.061028
2008,"democrat","Barack Obama",2008-09-07,8,58,FALSE,46.327832
2008,"democrat","Barack Obama",2008-09-08,8,57,FALSE,46.223382
2008,"democrat","Barack Obama",2008-09-09,8,56,FALSE,45.7778655
2008,"democrat","Barack Obama",2008-09-11,8,54,FALSE,45.530819
2008,"democrat","Barack Obama",2008-09-12,8,53,FALSE,45.440861
2008,"democrat","Barack Obama",2008-09-13,7,52,FALSE,45.441897
2008,"democrat","Barack Obama",2008-09-14,7,51,FALSE,45.322825
2008,"democrat","Barack Obama",2008-09-15,7,50,FALSE,45.374028
2008,"democrat","Barack Obama",2008-09-16,7,49,FALSE,45.620322
2008,"democrat","Barack Obama",2008-09-17,7,48,FALSE,45.618458
2008,"democrat","Barack Obama",2008-09-18,7,47,FALSE,45.669558
2008,"democrat","Barack Obama",2008-09-19,7,46,FALSE,45.669058
2008,"democrat","Barack Obama",2008-09-20,6,45,FALSE,45.745082
2008,"democrat","Barack Obama",2008-09-21,6,44,FALSE,45.967633
2008,"democrat","Barack Obama",2008-09-22,6,43,FALSE,46.397426
2008,"democrat","Barack Obama",2008-09-23,6,42,FALSE,46.497413
2008,"democrat","Barack Obama",2008-09-24,6,41,FALSE,46.561096
2008,"democrat","Barack Obama",2008-09-25,6,40,FALSE,46.547159
2008,"democrat","Barack Obama",2008-09-26,6,39,FALSE,46.566972
2008,"democrat","Barack Obama",2008-09-27,5,38,FALSE,47.375102
2008,"democrat","Barack Obama",2008-09-28,5,37,FALSE,47.74482
2008,"democrat","Barack Obama",2008-09-29,5,36,FALSE,47.395781
2008,"democrat","Barack Obama",2008-09-30,5,35,FALSE,47.614383
2008,"democrat","Barack Obama",2008-10-01,5,34,FALSE,47.799425
2008,"democrat","Barack Obama",2008-10-02,5,33,FALSE,47.899612
2008,"democrat","Barack Obama",2008-10-03,5,32,FALSE,48.054506
2008,"democrat","Barack Obama",2008-10-04,4,31,FALSE,48.541455
2008,"democrat","Barack Obama",2008-10-05,4,30,FALSE,48.4596495
2008,"democrat","Barack Obama",2008-10-07,4,28,FALSE,48.553197
2008,"democrat","Barack Obama",2008-10-08,4,27,FALSE,49.009696
2008,"democrat","Barack Obama",2008-10-09,4,26,FALSE,49.5698315
2008,"democrat","Barack Obama",2008-10-11,3,24,FALSE,49.743073
2008,"democrat","Barack Obama",2008-10-12,3,23,FALSE,49.65258
2008,"democrat","Barack Obama",2008-10-13,3,22,FALSE,49.546637
2008,"democrat","Barack Obama",2008-10-14,3,21,FALSE,49.57785
2008,"democrat","Barack Obama",2008-10-15,3,20,FALSE,49.585368
2008,"democrat","Barack Obama",2008-10-16,3,19,FALSE,49.307017
2008,"democrat","Barack Obama",2008-10-17,3,18,FALSE,49.242406
2008,"democrat","Barack Obama",2008-10-18,2,17,FALSE,49.56732
2008,"democrat","Barack Obama",2008-10-19,2,16,FALSE,49.582981
2008,"democrat","Barack Obama",2008-10-20,2,15,FALSE,49.472382
2008,"democrat","Barack Obama",2008-10-21,2,14,FALSE,49.805099
2008,"democrat","Barack Obama",2008-10-22,2,13,FALSE,49.908416
2008,"democrat","Barack Obama",2008-10-23,2,12,FALSE,50.14414
2008,"democrat","Barack Obama",2008-10-24,2,11,FALSE,50.031062
2008,"democrat","Barack Obama",2008-10-25,1,10,FALSE,50.025641
2008,"democrat","Barack Obama",2008-10-26,1,9,FALSE,50.035474
2008,"democrat","Barack Obama",2008-10-27,1,8,FALSE,50.213027
2008,"democrat","Barack Obama",2008-10-28,1,7,FALSE,50.183024
2008,"democrat","Barack Obama",2008-10-29,1,6,FALSE,50.12977
2008,"democrat","Barack Obama",2008-10-31,1,4,FALSE,50.247106
2008,"democrat","Barack Obama",2008-11-01,0,3,FALSE,50.477011
2008,"democrat","Barack Obama",2008-11-02,0,2,FALSE,50.709337
2008,"democrat","Barack Obama",2008-11-03,0,1,FALSE,50.990174
2008,"republican","John McCain",2008-02-26,36,252,TRUE,45.2314415
2008,"republican","John McCain",2008-03-01,35,248,TRUE,45.495214
2008,"republican","John McCain",2008-03-02,35,247,TRUE,44.398736
2008,"republican","John McCain",2008-03-04,35,245,TRUE,44.83242
2008,"republican","John McCain",2008-03-05,35,244,TRUE,45.402484
2008,"republican","John McCain",2008-03-06,35,243,TRUE,45.533502
2008,"republican","John McCain",2008-03-09,34,240,TRUE,46.182698
2008,"republican","John McCain",2008-03-10,34,239,TRUE,46.0348083333333
2008,"republican","John McCain",2008-03-13,34,236,TRUE,46.042824
2008,"republican","John McCain",2008-03-14,34,235,TRUE,46.170458
2008,"republican","John McCain",2008-03-16,33,233,TRUE,46.465803
2008,"republican","John McCain",2008-03-17,33,232,TRUE,46.682214
2008,"republican","John McCain",2008-03-18,33,231,TRUE,46.739793
2008,"republican","John McCain",2008-03-19,33,230,TRUE,46.778576
2008,"republican","John McCain",2008-03-21,33,228,TRUE,47.029909
2008,"republican","John McCain",2008-03-22,32,227,TRUE,46.869822
2008,"republican","John McCain",2008-03-24,32,225,TRUE,46.351962
2008,"republican","John McCain",2008-03-25,32,224,TRUE,46.455454
2008,"republican","John McCain",2008-03-26,32,223,TRUE,46.500429
2008,"republican","John McCain",2008-03-27,32,222,TRUE,46.855274
2008,"republican","John McCain",2008-03-29,31,220,TRUE,46.8848365
2008,"republican","John McCain",2008-03-31,31,218,TRUE,47.165623
2008,"republican","John McCain",2008-04-02,31,216,TRUE,47.05994525
2008,"republican","John McCain",2008-04-06,30,212,TRUE,46.894227
2008,"republican","John McCain",2008-04-07,30,211,TRUE,46.973516
2008,"republican","John McCain",2008-04-08,30,210,TRUE,47.068968
2008,"republican","John McCain",2008-04-09,30,209,TRUE,47.172729
2008,"republican","John McCain",2008-04-10,30,208,TRUE,47.173759
2008,"republican","John McCain",2008-04-11,30,207,TRUE,46.825162
2008,"republican","John McCain",2008-04-12,29,206,TRUE,46.43972
2008,"republican","John McCain",2008-04-13,29,205,TRUE,46.317543
2008,"republican","John McCain",2008-04-14,29,204,TRUE,45.576185
2008,"republican","John McCain",2008-04-16,29,202,TRUE,45.714414
2008,"republican","John McCain",2008-04-17,29,201,TRUE,45.6975095
2008,"republican","John McCain",2008-04-18,29,200,TRUE,45.681317
2008,"republican","John McCain",2008-04-20,28,198,TRUE,45.697944
2008,"republican","John McCain",2008-04-21,28,197,TRUE,45.668046
2008,"republican","John McCain",2008-04-22,28,196,TRUE,45.8268926666667
2008,"republican","John McCain",2008-04-25,28,193,TRUE,45.74023
2008,"republican","John McCain",2008-04-26,27,192,TRUE,45.888276
2008,"republican","John McCain",2008-04-28,27,190,TRUE,45.828049
2008,"republican","John McCain",2008-04-29,27,189,TRUE,46.1888315
2008,"republican","John McCain",2008-05-01,27,187,TRUE,46.366887
2008,"republican","John McCain",2008-05-02,27,186,TRUE,46.248259
2008,"republican","John McCain",2008-05-03,26,185,TRUE,45.871877
2008,"republican","John McCain",2008-05-04,26,184,TRUE,45.7768615
2008,"republican","John McCain",2008-05-06,26,182,TRUE,45.823221
2008,"republican","John McCain",2008-05-08,26,180,TRUE,45.349303
2008,"republican","John McCain",2008-05-10,25,178,TRUE,45.062849
2008,"republican","John McCain",2008-05-11,25,177,TRUE,45.182671
2008,"republican","John McCain",2008-05-12,25,176,TRUE,44.966503
2008,"republican","John McCain",2008-05-13,25,175,TRUE,44.9826265
2008,"republican","John McCain",2008-05-15,25,173,TRUE,44.936075
2008,"republican","John McCain",2008-05-16,25,172,TRUE,45.042371
2008,"republican","John McCain",2008-05-18,24,170,TRUE,44.179489
2008,"republican","John McCain",2008-05-20,24,168,TRUE,44.101661
2008,"republican","John McCain",2008-05-21,24,167,TRUE,43.988518
2008,"republican","John McCain",2008-05-22,24,166,TRUE,44.318533
2008,"republican","John McCain",2008-05-24,23,164,TRUE,44.5315065
2008,"republican","John McCain",2008-05-25,23,163,TRUE,44.557906
2008,"republican","John McCain",2008-05-27,23,161,TRUE,44.762846
2008,"republican","John McCain",2008-05-28,23,160,TRUE,44.959147
2008,"republican","John McCain",2008-05-31,22,157,TRUE,45.054632
2008,"republican","John McCain",2008-06-01,22,156,TRUE,45.0495295
2008,"republican","John McCain",2008-06-03,22,154,TRUE,45.114395
2008,"republican","John McCain",2008-06-04,22,153,TRUE,45.566392
2008,"republican","John McCain",2008-06-05,22,152,TRUE,45.2222435
2008,"republican","John McCain",2008-06-07,21,150,TRUE,44.932859
2008,"republican","John McCain",2008-06-08,21,149,TRUE,44.77589
2008,"republican","John McCain",2008-06-09,21,148,TRUE,44.296674
2008,"republican","John McCain",2008-06-10,21,147,TRUE,44.28067
2008,"republican","John McCain",2008-06-11,21,146,TRUE,43.491514
2008,"republican","John McCain",2008-06-12,21,145,TRUE,43.496549
2008,"republican","John McCain",2008-06-13,21,144,TRUE,43.162168
2008,"republican","John McCain",2008-06-14,20,143,TRUE,43.119131
2008,"republican","John McCain",2008-06-15,20,142,TRUE,43.489907
2008,"republican","John McCain",2008-06-16,20,141,TRUE,43.464737
