state,year,total,D,R,R_pv2p,D_pv2p
Arizona,1968,486936,170514,266721,61.00174963120518,38.998250368794814
Arkansas,1968,619969,188228,190759,50.33391646679174,49.66608353320826
California,1968,7251587,3244318,3467664,51.663785749127456,48.336214250872544
Colorado,1968,811199,335174,409345,54.98113547135802,45.018864528641984
Connecticut,1968,1256232,621561,556721,47.248536428461094,52.751463571538906
Delaware,1968,214367,89194,96714,52.022505755535,47.977494244465
District of Columbia,1968,170578,139566,31012,18.180539108208563,81.81946089179144
Florida,1968,2187805,676794,886804,56.71560081299669,43.28439918700331
Georgia,1968,1250266,334440,380111,53.195783086161796,46.8042169138382
Hawaii,1968,236218,141324,91425,39.28051248340487,60.71948751659513
Idaho,1968,291183,89273,165369,64.94176137479285,35.05823862520715
Illinois,1968,4619749,2039814,2174774,51.60110549358561,48.398894506414386
Indiana,1968,2123597,806659,1067885,56.967721216466515,43.03227878353349
Iowa,1968,1167931,476699,619106,56.49782579929823,43.502174200701766
Kansas,1968,872783,302996,478674,61.23735080020981,38.7626491997902
Kentucky,1968,1055893,397541,462411,53.77172214263122,46.22827785736878
Louisiana,1968,1097450,309615,257535,45.40862205765671,54.5913779423433
Maine,1968,392936,217312,169254,43.78398514095912,56.21601485904088
Maryland,1968,1235039,538310,517995,49.038393267096154,50.96160673290385
Massachusetts,1968,2331752,1469218,766844,34.29439791919902,65.70560208080099
Michigan,1968,3306250,1593082,1370665,46.24770602888843,53.75229397111156
Minnesota,1968,1588506,857738,658643,43.435192079035545,56.564807920964455
Mississippi,1968,654509,150644,88516,37.01120588727212,62.98879411272789
Missouri,1968,1809502,791444,811932,50.63890191695523,49.36109808304477
Montana,1968,274404,114117,138835,54.885907207691574,45.114092792308426
Nebraska,1968,536851,170784,321163,65.28406515336002,34.71593484663998
Nevada,1968,154218,60598,73188,54.70527558937408,45.294724410625925
New Hampshire,1968,297298,130589,154903,54.25826292855842,45.74173707144158
New Jersey,1968,2875395,1264206,1325467,51.182794121111044,48.817205878888956
New Mexico,1968,327350,130081,169692,56.6068325032608,43.393167496739196
New York,1968,6791688,3378470,3007932,47.09900817392955,52.90099182607045
North Carolina,1968,1587493,464113,627192,57.4717425467674,42.5282574532326
North Dakota,1968,247882,94769,138669,59.40292497365467,40.59707502634532
Ohio,1968,3959698,1700586,1791014,51.29493641883377,48.70506358116623
Oklahoma,1968,943086,301658,449697,59.851468347186085,40.148531652813915
Oregon,1968,819622,358866,408433,53.22996641465713,46.77003358534287
Pennsylvania,1968,4747928,2259405,2090017,48.05275275657318,51.94724724342683
Rhode Island,1968,385000,246518,122359,33.1706774887022,66.8293225112978
South Carolina,1968,666978,197486,254062,56.26467175139741,43.735328248602585
South Dakota,1968,281264,118023,149841,55.93920795627631,44.06079204372368
Tennessee,1968,1248617,351233,472592,57.36558128243255,42.63441871756745
Texas,1968,3079216,1266804,1227844,49.219128309885804,50.780871690114196
Utah,1968,422568,156665,238728,60.377396666101824,39.62260333389817
Vermont,1968,161404,70255,85142,54.789989510737016,45.210010489262984
Virginia,1968,1361491,442387,590319,57.16234823851125,42.83765176148875
Washington,1968,1304281,616037,588510,48.85737127733496,51.14262872266504
West Virginia,1968,754206,374091,307555,45.119460834509404,54.880539165490596
Wisconsin,1968,1691538,748804,809997,51.96282270796593,48.03717729203407
Wyoming,1968,127205,45173,70927,61.09130060292851,38.90869939707149
Alabama,1972,1006111,256923,728701,73.93296023635789,26.067039763642118
Alaska,1972,95219,32967,55349,62.671543095248886,37.32845690475112
Arizona,1972,622926,198540,402812,66.9843951628996,33.0156048371004
Arkansas,1972,651320,199892,448541,69.17306799623091,30.826932003769087
California,1972,8367862,3475847,4602096,56.97113733038225,43.028862669617745
Colorado,1972,953884,329980,597189,64.40994036685869,35.590059633141315
Connecticut,1972,1384277,555498,810763,59.34173631538923,40.65826368461077
Delaware,1972,235516,92283,140357,60.33227303988996,39.66772696011004
District of Columbia,1972,163421,127627,35226,21.630550250839715,78.36944974916028
Florida,1972,2583283,718117,1857759,72.12144528696257,27.878554713037428
Georgia,1972,1174772,289529,881496,75.27559189598855,24.72440810401144
Hawaii,1972,270274,101409,168865,62.47918778720853,37.52081221279147
Idaho,1972,310379,80826,199384,71.15520502480283,28.844794975197175
Illinois,1972,4723236,1913472,2788179,59.30212599786756,40.697874002132444
Indiana,1972,2125529,708568,1405154,66.477710881563425,33.522289118436575
Iowa,1972,1225944,496206,706207,58.73248210057609,41.26751789942391
Kansas,1972,916095,270287,619812,69.63405194253673,30.36594805746327
Kentucky,1972,1067499,371159,676446,64.57071128908319,35.42928871091681
Louisiana,1972,1051491,298142,686852,69.73159227365852,30.26840772634148
Maine,1972,417042,160584,256458,61.494525731221316,38.505474268778684
Maryland,1972,1353812,505781,829305,62.1162232245713,37.8837767754287
Massachusetts,1972,2458756,1332540,1112078,45.49087014821948,54.50912985178052
Michigan,1972,3489727,1459435,1961721,57.340881269372105,42.659118730627895
Minnesota,1972,1741652,802346,898269,52.82024444098165,47.17975555901835
Mississippi,1972,645963,126782,505125,79.93660459529646,20.06339540470354
Missouri,1972,1855803,697147,1153852,62.336716551440595,37.6632834485594
Montana,1972,317603,120197,183976,60.48400088107755,39.51599911892246
Nebraska,1972,576289,169991,406298,70.50247358530181,29.497526414698182
Nevada,1972,181766,66016,115750,63.68077638282187,36.31922361717813
New Hampshire,1972,334055,116435,213724,64.73365863114438,35.26634136885561
New Jersey,1972,2997229,1102211,1845502,62.60792689111864,37.392073108881355
New Mexico,1972,386241,141084,235606,62.546390931535214,37.453609068464786
New York,1972,7165919,2951084,4192778,58.690635401411726,41.309364598588274
North Carolina,1972,1518612,438705,1054889,70.6275601000004,29.3724398999996
North Dakota,1972,280514,100384,174109,63.429304208121884,36.570695791878116
Ohio,1972,4094787,1558889,2441827,61.03474977978942,38.965250220210585
Oklahoma,1972,1029900,247147,759025,75.43690343201759,24.563096567982413
Oregon,1972,927946,392760,486686,55.34006635995843,44.65993364004157
Pennsylvania,1972,4592106,1796951,2714521,60.169297293654935,39.830702706345065
Rhode Island,1972,415808,194645,220383,53.10075464787918,46.89924535212082
South Carolina,1972,673960,186824,477044,71.85826097959233,28.14173902040767
South Dakota,1972,307415,139945,166476,54.32917456701727,45.670825432982724
Tennessee,1972,1201182,357293,813147,69.47361675950926,30.526383240490755
Texas,1972,3471281,1154289,2298896,66.57320705377789,33.426792946222115
Utah,1972,478476,126284,323643,71.93233569001194,28.067664309988068
Vermont,1972,186947,68174,117149,63.2134165753846,36.7865834246154
Virginia,1972,1457019,438887,988493,69.25226639016941,30.747733609830597
Washington,1972,1470847,568334,837135,59.56267978873956,40.43732021126044
West Virginia,1972,762399,277435,484964,63.61026181828675,36.38973818171325
Wisconsin,1972,1852890,810174,989430,54.98042902771944,45.01957097228057
Wyoming,1972,145570,44358,100464,69.37067572606372,30.62932427393628
