"year","state","party","candidate_name","poll_date","weeks_left","days_left","before_convention","avg_poll"
2008,"Montana","republican","John McCain",2008-09-08,8,57,FALSE,48.8871295
2008,"Montana","republican","John McCain",2008-09-09,8,56,FALSE,48.8827021428571
2008,"Montana","republican","John McCain",2008-09-23,6,42,FALSE,49.954147375
2008,"Montana","republican","John McCain",2008-10-01,5,34,FALSE,50.3004385714286
2008,"Montana","republican","John McCain",2008-10-08,4,27,FALSE,50.9636331764706
2008,"Montana","republican","John McCain",2008-10-25,1,10,FALSE,49.49878
2008,"Montana","republican","John McCain",2008-10-29,1,6,FALSE,49.6738
2008,"Montana","republican","John McCain",2008-10-30,1,5,FALSE,49.5811835
2008,"Nebraska","democrat","Barack Obama",2008-02-28,36,250,TRUE,42.3173268571429
2008,"Nebraska","democrat","Barack Obama",2008-05-15,25,173,TRUE,40.987325
2008,"Nebraska","democrat","Barack Obama",2008-05-18,24,170,TRUE,40.5052169444444
2008,"Nebraska","democrat","Barack Obama",2008-06-23,19,134,TRUE,39.0742379428571
2008,"Nebraska","democrat","Barack Obama",2008-07-28,14,99,TRUE,38.3437019607843
2008,"Nebraska","democrat","Barack Obama",2008-09-17,7,48,FALSE,36.9313431538462
2008,"Nebraska","democrat","Barack Obama",2008-09-30,5,35,FALSE,37.0395824375
2008,"Nebraska","democrat","Barack Obama",2008-11-01,0,3,FALSE,37.49206225
2008,"Nebraska","republican","John McCain",2008-02-28,36,250,TRUE,46.8270317532468
2008,"Nebraska","republican","John McCain",2008-05-15,25,173,TRUE,48.3175893333333
2008,"Nebraska","republican","John McCain",2008-05-18,24,170,TRUE,49.4576018333333
2008,"Nebraska","republican","John McCain",2008-06-23,19,134,TRUE,49.9742106
2008,"Nebraska","republican","John McCain",2008-07-28,14,99,TRUE,50.9544275490196
2008,"Nebraska","republican","John McCain",2008-09-17,7,48,FALSE,53.5468848461538
2008,"Nebraska","republican","John McCain",2008-09-30,5,35,FALSE,53.4972253125
2008,"Nebraska","republican","John McCain",2008-11-01,0,3,FALSE,56.51225125
2008,"Nevada","democrat","Barack Obama",2008-02-28,36,250,TRUE,45.68507835
2008,"Nevada","democrat","Barack Obama",2008-03-19,33,230,TRUE,44.8447259393939
2008,"Nevada","democrat","Barack Obama",2008-04-21,28,197,TRUE,44.1128086551724
2008,"Nevada","democrat","Barack Obama",2008-05-20,24,168,TRUE,43.3388149545455
2008,"Nevada","democrat","Barack Obama",2008-06-11,21,146,TRUE,43.2820691428571
2008,"Nevada","democrat","Barack Obama",2008-06-18,20,139,TRUE,43.2113348333333
2008,"Nevada","democrat","Barack Obama",2008-06-30,18,127,TRUE,42.117806375
2008,"Nevada","democrat","Barack Obama",2008-07-16,16,111,TRUE,42.6925918846154
2008,"Nevada","democrat","Barack Obama",2008-08-11,12,85,TRUE,42.750047
2008,"Nevada","democrat","Barack Obama",2008-08-15,12,81,TRUE,42.42962875
2008,"Nevada","democrat","Barack Obama",2008-08-19,11,77,TRUE,41.9206397142857
2008,"Nevada","democrat","Barack Obama",2008-08-26,10,70,TRUE,42.7381444
2008,"Nevada","democrat","Barack Obama",2008-09-10,8,55,FALSE,43.200905
2008,"Nevada","democrat","Barack Obama",2008-09-11,8,54,FALSE,43.5652895
2008,"Nevada","democrat","Barack Obama",2008-09-12,8,53,FALSE,43.605396
2008,"Nevada","democrat","Barack Obama",2008-09-14,7,51,FALSE,44.152176
2008,"Nevada","democrat","Barack Obama",2008-09-19,7,46,FALSE,45.45002
2008,"Nevada","democrat","Barack Obama",2008-09-21,6,44,FALSE,45.35262675
2008,"Nevada","democrat","Barack Obama",2008-09-29,5,36,FALSE,45.749416
2008,"Nevada","democrat","Barack Obama",2008-09-30,5,35,FALSE,46.651086
2008,"Nevada","democrat","Barack Obama",2008-10-02,5,33,FALSE,47.20085225
2008,"Nevada","democrat","Barack Obama",2008-10-06,4,29,FALSE,47.6649693333333
2008,"Nevada","democrat","Barack Obama",2008-10-09,4,26,FALSE,47.9469245
2008,"Nevada","democrat","Barack Obama",2008-10-11,3,24,FALSE,47.655096
2008,"Nevada","democrat","Barack Obama",2008-10-13,3,22,FALSE,48.0972396666667
2008,"Nevada","democrat","Barack Obama",2008-10-16,3,19,FALSE,48.3774166666667
2008,"Nevada","democrat","Barack Obama",2008-10-19,2,16,FALSE,48.061489
2008,"Nevada","democrat","Barack Obama",2008-10-20,2,15,FALSE,47.553395
2008,"Nevada","democrat","Barack Obama",2008-10-21,2,14,FALSE,47.8448348
2008,"Nevada","democrat","Barack Obama",2008-10-26,1,9,FALSE,48.561302
2008,"Nevada","democrat","Barack Obama",2008-10-27,1,8,FALSE,48.869765
2008,"Nevada","democrat","Barack Obama",2008-10-29,1,6,FALSE,48.87080125
2008,"Nevada","democrat","Barack Obama",2008-11-02,0,2,FALSE,49.770426
2008,"Nevada","democrat","Barack Obama",2008-11-03,0,1,FALSE,50.390004
2008,"Nevada","republican","John McCain",2008-02-28,36,250,TRUE,42.2810454
2008,"Nevada","republican","John McCain",2008-03-19,33,230,TRUE,42.3830328787879
2008,"Nevada","republican","John McCain",2008-04-21,28,197,TRUE,44.5289120689655
2008,"Nevada","republican","John McCain",2008-05-20,24,168,TRUE,44.5185818181818
2008,"Nevada","republican","John McCain",2008-06-11,21,146,TRUE,44.0430297142857
2008,"Nevada","republican","John McCain",2008-06-18,20,139,TRUE,44.05356975
2008,"Nevada","republican","John McCain",2008-06-30,18,127,TRUE,42.9497819375
2008,"Nevada","republican","John McCain",2008-07-16,16,111,TRUE,43.3497681153846
2008,"Nevada","republican","John McCain",2008-08-11,12,85,TRUE,44.66418025
2008,"Nevada","republican","John McCain",2008-08-15,12,81,TRUE,45.04942925
2008,"Nevada","republican","John McCain",2008-08-19,11,77,TRUE,44.08056
2008,"Nevada","republican","John McCain",2008-08-26,10,70,TRUE,44.1225476666667
2008,"Nevada","republican","John McCain",2008-09-10,8,55,FALSE,44.516521
2008,"Nevada","republican","John McCain",2008-09-11,8,54,FALSE,45.6501325
2008,"Nevada","republican","John McCain",2008-09-12,8,53,FALSE,46.105133
2008,"Nevada","republican","John McCain",2008-09-14,7,51,FALSE,46.8164872
2008,"Nevada","republican","John McCain",2008-09-19,7,46,FALSE,47.8154255
2008,"Nevada","republican","John McCain",2008-09-21,6,44,FALSE,47.384911625
2008,"Nevada","republican","John McCain",2008-09-29,5,36,FALSE,47.587931
2008,"Nevada","republican","John McCain",2008-09-30,5,35,FALSE,47.090895
2008,"Nevada","republican","John McCain",2008-10-02,5,33,FALSE,46.878736
2008,"Nevada","republican","John McCain",2008-10-06,4,29,FALSE,46.7824993333333
2008,"Nevada","republican","John McCain",2008-10-09,4,26,FALSE,46.164436
2008,"Nevada","republican","John McCain",2008-10-11,3,24,FALSE,45.931465
2008,"Nevada","republican","John McCain",2008-10-13,3,22,FALSE,46.1550883333333
2008,"Nevada","republican","John McCain",2008-10-16,3,19,FALSE,45.5398526666667
2008,"Nevada","republican","John McCain",2008-10-19,2,16,FALSE,46.345361
2008,"Nevada","republican","John McCain",2008-10-21,2,14,FALSE,46.431295
2008,"Nevada","republican","John McCain",2008-10-26,1,9,FALSE,45.106112
2008,"Nevada","republican","John McCain",2008-10-27,1,8,FALSE,44.435422
2008,"Nevada","republican","John McCain",2008-10-29,1,6,FALSE,44.05699675
2008,"Nevada","republican","John McCain",2008-11-02,0,2,FALSE,44.773427
2008,"Nevada","republican","John McCain",2008-11-03,0,1,FALSE,44.940076
2008,"New Hampshire","democrat","Barack Obama",2008-02-28,36,250,TRUE,47.6420425882353
2008,"New Hampshire","democrat","Barack Obama",2008-03-16,33,233,TRUE,45.7667957777778
2008,"New Hampshire","democrat","Barack Obama",2008-04-30,27,188,TRUE,43.6784700909091
2008,"New Hampshire","democrat","Barack Obama",2008-05-02,27,186,TRUE,43.5223211
2008,"New Hampshire","democrat","Barack Obama",2008-05-21,24,167,TRUE,44.7307125555556
2008,"New Hampshire","democrat","Barack Obama",2008-06-17,20,140,TRUE,46.21936
2008,"New Hampshire","democrat","Barack Obama",2008-06-18,20,139,TRUE,46.8251986666667
2008,"New Hampshire","democrat","Barack Obama",2008-06-30,18,127,TRUE,45.6056741
2008,"New Hampshire","democrat","Barack Obama",2008-07-20,15,107,TRUE,45.765693
2008,"New Hampshire","democrat","Barack Obama",2008-07-21,15,106,TRUE,46.541596
2008,"New Hampshire","democrat","Barack Obama",2008-07-23,15,104,TRUE,47.0000348518519
2008,"New Hampshire","democrat","Barack Obama",2008-08-19,11,77,TRUE,45.3140164285714
2008,"New Hampshire","democrat","Barack Obama",2008-08-20,11,76,TRUE,45.3460582857143
2008,"New Hampshire","democrat","Barack Obama",2008-09-09,8,56,FALSE,46.3197
2008,"New Hampshire","democrat","Barack Obama",2008-09-12,8,53,FALSE,46.4190373333333
2008,"New Hampshire","democrat","Barack Obama",2008-09-15,7,50,FALSE,46.0976846666667
2008,"New Hampshire","democrat","Barack Obama",2008-09-21,6,44,FALSE,47.229349
2008,"New Hampshire","democrat","Barack Obama",2008-09-22,6,43,FALSE,46.855437
2008,"New Hampshire","democrat","Barack Obama",2008-09-23,6,42,FALSE,46.6085564285714
2008,"New Hampshire","democrat","Barack Obama",2008-09-30,5,35,FALSE,47.261132
2008,"New Hampshire","democrat","Barack Obama",2008-10-01,5,34,FALSE,48.0498785
2008,"New Hampshire","democrat","Barack Obama",2008-10-05,4,30,FALSE,49.06089
2008,"New Hampshire","democrat","Barack Obama",2008-10-08,4,27,FALSE,49.7510804
2008,"New Hampshire","democrat","Barack Obama",2008-10-13,3,22,FALSE,49.7814321666667
2008,"New Hampshire","democrat","Barack Obama",2008-10-19,2,16,FALSE,49.559697
2008,"New Hampshire","democrat","Barack Obama",2008-10-20,2,15,FALSE,49.3614985
2008,"New Hampshire","democrat","Barack Obama",2008-10-22,2,13,FALSE,50.952484
2008,"New Hampshire","democrat","Barack Obama",2008-10-23,2,12,FALSE,50.354952
2008,"New Hampshire","democrat","Barack Obama",2008-10-25,1,10,FALSE,50.261454
2008,"New Hampshire","democrat","Barack Obama",2008-10-26,1,9,FALSE,51.093481
2008,"New Hampshire","democrat","Barack Obama",2008-10-27,1,8,FALSE,51.441912
2008,"New Hampshire","democrat","Barack Obama",2008-10-29,1,6,FALSE,51.752265
2008,"New Hampshire","democrat","Barack Obama",2008-10-30,1,5,FALSE,52.131616
2008,"New Hampshire","democrat","Barack Obama",2008-11-02,0,2,FALSE,52.2815103333333
2008,"New Hampshire","republican","John McCain",2008-02-28,36,250,TRUE,42.0022843529412
2008,"New Hampshire","republican","John McCain",2008-03-16,33,233,TRUE,44.0890199777778
2008,"New Hampshire","republican","John McCain",2008-04-30,27,188,TRUE,46.2369793636364
2008,"New Hampshire","republican","John McCain",2008-05-02,27,186,TRUE,46.1681218
2008,"New Hampshire","republican","John McCain",2008-05-21,24,167,TRUE,45.1671654814815
2008,"New Hampshire","republican","John McCain",2008-06-17,20,140,TRUE,43.861833
2008,"New Hampshire","republican","John McCain",2008-06-18,20,139,TRUE,43.0180428333333
2008,"New Hampshire","republican","John McCain",2008-06-30,18,127,TRUE,42.21745255
2008,"New Hampshire","republican","John McCain",2008-07-20,15,107,TRUE,42.121671
2008,"New Hampshire","republican","John McCain",2008-07-21,15,106,TRUE,41.91238
2008,"New Hampshire","republican","John McCain",2008-07-23,15,104,TRUE,42.4053855925926
2008,"New Hampshire","republican","John McCain",2008-08-19,11,77,TRUE,43.7991322666667
2008,"New Hampshire","republican","John McCain",2008-08-20,11,76,TRUE,43.8502875
2008,"New Hampshire","republican","John McCain",2008-09-09,8,56,FALSE,44.4273616666667
2008,"New Hampshire","republican","John McCain",2008-09-12,8,53,FALSE,44.9692893333333
2008,"New Hampshire","republican","John McCain",2008-09-15,7,50,FALSE,45.305867
2008,"New Hampshire","republican","John McCain",2008-09-21,6,44,FALSE,46.868425
2008,"New Hampshire","republican","John McCain",2008-09-22,6,43,FALSE,46.658881
2008,"New Hampshire","republican","John McCain",2008-09-23,6,42,FALSE,46.7412065714286
2008,"New Hampshire","republican","John McCain",2008-09-30,5,35,FALSE,44.299123
2008,"New Hampshire","republican","John McCain",2008-10-01,5,34,FALSE,44.14276825
2008,"New Hampshire","republican","John McCain",2008-10-05,4,30,FALSE,43.3344783333333
2008,"New Hampshire","republican","John McCain",2008-10-08,4,27,FALSE,43.0999678
2008,"New Hampshire","republican","John McCain",2008-10-13,3,22,FALSE,43.127348
2008,"New Hampshire","republican","John McCain",2008-10-19,2,16,FALSE,43.006178
2008,"New Hampshire","republican","John McCain",2008-10-20,2,15,FALSE,43.569445
2008,"New Hampshire","republican","John McCain",2008-10-22,2,13,FALSE,41.997792
2008,"New Hampshire","republican","John McCain",2008-10-23,2,12,FALSE,43.03049
2008,"New Hampshire","republican","John McCain",2008-10-25,1,10,FALSE,42.578003
2008,"New Hampshire","republican","John McCain",2008-10-26,1,9,FALSE,41.772802
2008,"New Hampshire","republican","John McCain",2008-10-27,1,8,FALSE,41.3903565
2008,"New Hampshire","republican","John McCain",2008-10-29,1,6,FALSE,41.237543
2008,"New Hampshire","republican","John McCain",2008-10-30,1,5,FALSE,41.2417953333333
2008,"New Hampshire","republican","John McCain",2008-11-02,0,2,FALSE,41.475225
2008,"New Jersey","democrat","Barack Obama",2008-02-27,36,251,TRUE,44.4455227142857
2008,"New Jersey","democrat","Barack Obama",2008-02-28,36,250,TRUE,44.4614366428571
2008,"New Jersey","democrat","Barack Obama",2008-03-27,32,222,TRUE,45.5005957647059
2008,"New Jersey","democrat","Barack Obama",2008-03-30,31,219,TRUE,45.5973760666667
2008,"New Jersey","democrat","Barack Obama",2008-04-28,27,190,TRUE,48.5862636486486
2008,"New Jersey","democrat","Barack Obama",2008-06-04,22,153,TRUE,47.9042745
2008,"New Jersey","democrat","Barack Obama",2008-06-08,21,149,TRUE,47.2511923571429
2008,"New Jersey","democrat","Barack Obama",2008-06-22,19,135,TRUE,47.4518885
2008,"New Jersey","democrat","Barack Obama",2008-06-30,18,127,TRUE,48.012821
2008,"New Jersey","democrat","Barack Obama",2008-07-02,18,125,TRUE,47.285668
2008,"New Jersey","democrat","Barack Obama",2008-07-07,17,120,TRUE,47.2987245
2008,"New Jersey","democrat","Barack Obama",2008-07-21,15,106,TRUE,47.5549155
2008,"New Jersey","democrat","Barack Obama",2008-08-04,13,92,TRUE,48.6123055
2008,"New Jersey","democrat","Barack Obama",2008-08-10,12,86,TRUE,49.0875581724138
2008,"New Jersey","democrat","Barack Obama",2008-09-08,8,57,FALSE,48.5007403333333
2008,"New Jersey","democrat","Barack Obama",2008-09-14,7,51,FALSE,48.3358305
2008,"New Jersey","democrat","Barack Obama",2008-09-16,7,49,FALSE,49.1777932
2008,"New Jersey","democrat","Barack Obama",2008-09-21,6,44,FALSE,49.5129905714286
2008,"New Jersey","democrat","Barack Obama",2008-09-28,5,37,FALSE,50.1833464285714
2008,"New Jersey","democrat","Barack Obama",2008-10-05,4,30,FALSE,49.9174645
2008,"New Jersey","democrat","Barack Obama",2008-10-07,4,28,FALSE,49.694133
2008,"New Jersey","democrat","Barack Obama",2008-10-12,3,23,FALSE,50.6158985
2008,"New Jersey","democrat","Barack Obama",2008-10-18,2,17,FALSE,51.657093
2008,"New Jersey","democrat","Barack Obama",2008-10-19,2,16,FALSE,53.696892
2008,"New Jersey","democrat","Barack Obama",2008-10-21,2,14,FALSE,54.608032875
2008,"New Jersey","democrat","Barack Obama",2008-10-29,1,6,FALSE,55.377713
2008,"New Jersey","democrat","Barack Obama",2008-10-30,1,5,FALSE,54.5416366666667
2008,"New Jersey","democrat","Barack Obama",2008-11-02,0,2,FALSE,54.8771886666667
2008,"New Jersey","republican","John McCain",2008-02-27,36,251,TRUE,42.9756526666667
2008,"New Jersey","republican","John McCain",2008-02-28,36,250,TRUE,42.968862625
2008,"New Jersey","republican","John McCain",2008-03-27,32,222,TRUE,43.6301339411765
2008,"New Jersey","republican","John McCain",2008-03-30,31,219,TRUE,43.6620776
2008,"New Jersey","republican","John McCain",2008-04-28,27,190,TRUE,40.772657972973
2008,"New Jersey","republican","John McCain",2008-06-04,22,153,TRUE,40.63422725
2008,"New Jersey","republican","John McCain",2008-06-08,21,149,TRUE,41.0856245714286
2008,"New Jersey","republican","John McCain",2008-06-22,19,135,TRUE,40.224895
2008,"New Jersey","republican","John McCain",2008-06-30,18,127,TRUE,39.432289
2008,"New Jersey","republican","John McCain",2008-07-02,18,125,TRUE,39.2843152
2008,"New Jersey","republican","John McCain",2008-07-07,17,120,TRUE,40.1017425
2008,"New Jersey","republican","John McCain",2008-07-21,15,106,TRUE,39.2656592857143
2008,"New Jersey","republican","John McCain",2008-08-04,13,92,TRUE,39.4733233333333
2008,"New Jersey","republican","John McCain",2008-08-10,12,86,TRUE,39.6720431724138
2008,"New Jersey","republican","John McCain",2008-09-08,8,57,FALSE,40.6964995
2008,"New Jersey","republican","John McCain",2008-09-14,7,51,FALSE,41.290735
2008,"New Jersey","republican","John McCain",2008-09-16,7,49,FALSE,42.7879222
2008,"New Jersey","republican","John McCain",2008-09-21,6,44,FALSE,42.562679
2008,"New Jersey","republican","John McCain",2008-09-28,5,37,FALSE,42.7187578571429
2008,"New Jersey","republican","John McCain",2008-10-05,4,30,FALSE,41.388857
2008,"New Jersey","republican","John McCain",2008-10-07,4,28,FALSE,41.3363282
2008,"New Jersey","republican","John McCain",2008-10-12,3,23,FALSE,40.92048
2008,"New Jersey","republican","John McCain",2008-10-18,2,17,FALSE,40.447096
2008,"New Jersey","republican","John McCain",2008-10-19,2,16,FALSE,39.042452
2008,"New Jersey","republican","John McCain",2008-10-21,2,14,FALSE,38.62849425
2008,"New Jersey","republican","John McCain",2008-10-29,1,6,FALSE,37.104971
2008,"New Jersey","republican","John McCain",2008-10-30,1,5,FALSE,37.4616805
2008,"New Jersey","republican","John McCain",2008-10-31,1,4,FALSE,37.671137
2008,"New Jersey","republican","John McCain",2008-11-02,0,2,FALSE,38.0649923333333
2008,"New Mexico","democrat","Barack Obama",2008-02-28,36,250,TRUE,46.6813150588235
2008,"New Mexico","democrat","Barack Obama",2008-03-16,33,233,TRUE,48.0404323913043
2008,"New Mexico","democrat","Barack Obama",2008-04-08,30,210,TRUE,47.5847842
2008,"New Mexico","democrat","Barack Obama",2008-04-13,29,205,TRUE,46.767559
2008,"New Mexico","democrat","Barack Obama",2008-05-14,25,174,TRUE,47.28212875
2008,"New Mexico","democrat","Barack Obama",2008-05-18,24,170,TRUE,47.17379225
2008,"New Mexico","democrat","Barack Obama",2008-06-19,20,138,TRUE,47.5530818181818
2008,"New Mexico","democrat","Barack Obama",2008-06-30,18,127,TRUE,47.6321245
2008,"New Mexico","democrat","Barack Obama",2008-07-24,15,103,TRUE,48.1195170454545
2008,"New Mexico","democrat","Barack Obama",2008-08-15,12,81,TRUE,46.15616675
2008,"New Mexico","democrat","Barack Obama",2008-08-19,11,77,TRUE,46.205866
2008,"New Mexico","democrat","Barack Obama",2008-08-20,11,76,TRUE,46.4665286666667
2008,"New Mexico","democrat","Barack Obama",2008-08-26,10,70,TRUE,47.8898082307692
2008,"New Mexico","democrat","Barack Obama",2008-09-08,8,57,FALSE,47.371945
2008,"New Mexico","democrat","Barack Obama",2008-09-12,8,53,FALSE,47.1522423333333
2008,"New Mexico","democrat","Barack Obama",2008-09-15,7,50,FALSE,47.549044
2008,"New Mexico","democrat","Barack Obama",2008-09-16,7,49,FALSE,49.1996136666667
2008,"New Mexico","democrat","Barack Obama",2008-09-19,7,46,FALSE,50.1594415454545
2008,"New Mexico","democrat","Barack Obama",2008-09-30,5,35,FALSE,50.63567
2008,"New Mexico","democrat","Barack Obama",2008-10-01,5,34,FALSE,49.7411685
2008,"New Mexico","democrat","Barack Obama",2008-10-02,5,33,FALSE,49.6228593333333
2008,"New Mexico","democrat","Barack Obama",2008-10-13,3,22,FALSE,50.9924458571429
2008,"New Mexico","democrat","Barack Obama",2008-10-20,2,15,FALSE,50.056355125
2008,"New Mexico","democrat","Barack Obama",2008-10-28,1,7,FALSE,51.2485345
2008,"New Mexico","democrat","Barack Obama",2008-10-30,1,5,FALSE,53.333695
2008,"New Mexico","democrat","Barack Obama",2008-10-31,1,4,FALSE,53.3927424
2008,"New Mexico","republican","John McCain",2008-02-28,36,250,TRUE,46.7818207647059
2008,"New Mexico","republican","John McCain",2008-03-16,33,233,TRUE,46.7194590434783
2008,"New Mexico","republican","John McCain",2008-04-08,30,210,TRUE,45.3426886
2008,"New Mexico","republican","John McCain",2008-04-13,29,205,TRUE,46.6666476451613
2008,"New Mexico","republican","John McCain",2008-05-14,25,174,TRUE,45.979383
2008,"New Mexico","republican","John McCain",2008-05-18,24,170,TRUE,45.2281415625
2008,"New Mexico","republican","John McCain",2008-06-19,20,138,TRUE,44.1789642727273
2008,"New Mexico","republican","John McCain",2008-06-30,18,127,TRUE,41.9693377916667
2008,"New Mexico","republican","John McCain",2008-07-24,15,103,TRUE,42.4325631818182
2008,"New Mexico","republican","John McCain",2008-08-15,12,81,TRUE,42.6790065
2008,"New Mexico","republican","John McCain",2008-08-19,11,77,TRUE,41.979765
2008,"New Mexico","republican","John McCain",2008-08-20,11,76,TRUE,42.2908161666667
2008,"New Mexico","republican","John McCain",2008-08-26,10,70,TRUE,41.5079890769231
2008,"New Mexico","republican","John McCain",2008-09-08,8,57,FALSE,43.62117425
2008,"New Mexico","republican","John McCain",2008-09-12,8,53,FALSE,43.8293203333333
2008,"New Mexico","republican","John McCain",2008-09-15,7,50,FALSE,43.837294
2008,"New Mexico","republican","John McCain",2008-09-16,7,49,FALSE,46.0862776666667
2008,"New Mexico","republican","John McCain",2008-09-19,7,46,FALSE,44.9791007272727
2008,"New Mexico","republican","John McCain",2008-09-30,5,35,FALSE,43.898175
2008,"New Mexico","republican","John McCain",2008-10-01,5,34,FALSE,43.7373306
2008,"New Mexico","republican","John McCain",2008-10-02,5,33,FALSE,43.7061322857143
2008,"New Mexico","republican","John McCain",2008-10-13,3,22,FALSE,43.2788022857143
2008,"New Mexico","republican","John McCain",2008-10-20,2,15,FALSE,44.51241475
2008,"New Mexico","republican","John McCain",2008-10-28,1,7,FALSE,44.22392
2008,"New Mexico","republican","John McCain",2008-10-30,1,5,FALSE,43.545882
2008,"New Mexico","republican","John McCain",2008-10-31,1,4,FALSE,43.6174792
2008,"New York","democrat","Barack Obama",2008-02-28,36,250,TRUE,50.49180725
2008,"New York","democrat","Barack Obama",2008-03-11,34,238,TRUE,50.5949926
2008,"New York","democrat","Barack Obama",2008-03-16,33,233,TRUE,50.9901235
2008,"New York","democrat","Barack Obama",2008-03-18,33,231,TRUE,50.6201389411765
2008,"New York","democrat","Barack Obama",2008-04-04,31,214,TRUE,49.6528238888889
2008,"New York","democrat","Barack Obama",2008-04-13,29,205,TRUE,50.3771793333333
2008,"New York","democrat","Barack Obama",2008-04-16,29,202,TRUE,49.5825415384615
2008,"New York","democrat","Barack Obama",2008-04-29,27,189,TRUE,50.1209005625
2008,"New York","democrat","Barack Obama",2008-05-15,25,173,TRUE,50.3479933333333
2008,"New York","democrat","Barack Obama",2008-05-18,24,170,TRUE,49.6396715
2008,"New York","democrat","Barack Obama",2008-05-28,23,160,TRUE,50.1174225454545
2008,"New York","democrat","Barack Obama",2008-06-08,21,149,TRUE,50.1950226666667
2008,"New York","democrat","Barack Obama",2008-06-11,21,146,TRUE,50.85363575
2008,"New York","democrat","Barack Obama",2008-06-27,19,130,TRUE,51.9780756666667
2008,"New York","democrat","Barack Obama",2008-06-30,18,127,TRUE,53.5716717
2008,"New York","democrat","Barack Obama",2008-07-10,17,117,TRUE,52.9815083157895
2008,"New York","democrat","Barack Obama",2008-07-29,14,98,TRUE,51.3359865
2008,"New York","democrat","Barack Obama",2008-08-04,13,92,TRUE,53.246418
2008,"New York","democrat","Barack Obama",2008-08-14,12,82,TRUE,52.7116885185185
2008,"New York","democrat","Barack Obama",2008-09-10,8,55,FALSE,51.2740532
2008,"New York","democrat","Barack Obama",2008-09-15,7,50,FALSE,52.2131485714286
2008,"New York","democrat","Barack Obama",2008-09-16,7,49,FALSE,52.284105
2008,"New York","democrat","Barack Obama",2008-09-24,6,41,FALSE,52.769826
2008,"New York","democrat","Barack Obama",2008-09-30,5,35,FALSE,55.45840475
2008,"New York","democrat","Barack Obama",2008-10-12,3,23,FALSE,57.1570235
2008,"New York","democrat","Barack Obama",2008-10-14,3,21,FALSE,56.794455
2008,"New York","democrat","Barack Obama",2008-10-21,2,14,FALSE,58.739273
2008,"New York","democrat","Barack Obama",2008-10-22,2,13,FALSE,60.183332
2008,"New York","democrat","Barack Obama",2008-10-28,1,7,FALSE,61.615405125
2008,"New York","republican","John McCain",2008-02-28,36,250,TRUE,41.82429
2008,"New York","republican","John McCain",2008-03-11,34,238,TRUE,41.0809068
2008,"New York","republican","John McCain",2008-03-16,33,233,TRUE,42.0006965
2008,"New York","republican","John McCain",2008-03-18,33,231,TRUE,41.4500752941176
2008,"New York","republican","John McCain",2008-04-04,31,214,TRUE,43.458926
2008,"New York","republican","John McCain",2008-04-13,29,205,TRUE,43.749777
2008,"New York","republican","John McCain",2008-04-16,29,202,TRUE,43.3554303076923
2008,"New York","republican","John McCain",2008-04-29,27,189,TRUE,41.7988390625
2008,"New York","republican","John McCain",2008-05-15,25,173,TRUE,41.4098823333333
2008,"New York","republican","John McCain",2008-05-18,24,170,TRUE,41.1827747
2008,"New York","republican","John McCain",2008-05-28,23,160,TRUE,39.9536938181818
2008,"New York","republican","John McCain",2008-06-08,21,149,TRUE,39.860454
2008,"New York","republican","John McCain",2008-06-11,21,146,TRUE,37.645006375
2008,"New York","republican","John McCain",2008-06-27,19,130,TRUE,37.2868196666667
2008,"New York","republican","John McCain",2008-06-30,18,127,TRUE,33.837652
2008,"New York","republican","John McCain",2008-07-10,17,117,TRUE,35.1029614736842
2008,"New York","republican","John McCain",2008-07-29,14,98,TRUE,33.4854626666667
2008,"New York","republican","John McCain",2008-08-04,13,92,TRUE,35.0800831
2008,"New York","republican","John McCain",2008-08-14,12,82,TRUE,36.2151711111111
2008,"New York","republican","John McCain",2008-09-10,8,55,FALSE,37.448854
2008,"New York","republican","John McCain",2008-09-15,7,50,FALSE,37.4159922
2008,"New York","republican","John McCain",2008-09-16,7,49,FALSE,37.361248
2008,"New York","republican","John McCain",2008-09-24,6,41,FALSE,37.1342323333333
2008,"New York","republican","John McCain",2008-09-30,5,35,FALSE,37.7087691666667
2008,"New York","republican","John McCain",2008-10-12,3,23,FALSE,35.542968
2008,"New York","republican","John McCain",2008-10-14,3,21,FALSE,35.9889752857143
2008,"New York","republican","John McCain",2008-10-21,2,14,FALSE,34.288644
2008,"New York","republican","John McCain",2008-10-22,2,13,FALSE,32.9010761666667
2008,"New York","republican","John McCain",2008-10-28,1,7,FALSE,32.124685625
2008,"North Carolina","democrat","Barack Obama",2008-02-28,36,250,TRUE,41.1952265714286
2008,"North Carolina","democrat","Barack Obama",2008-03-20,33,229,TRUE,41.3011788095238
2008,"North Carolina","democrat","Barack Obama",2008-04-10,30,208,TRUE,42.0088811428571
2008,"North Carolina","democrat","Barack Obama",2008-05-08,26,180,TRUE,42.340381
2008,"North Carolina","democrat","Barack Obama",2008-05-09,26,179,TRUE,42.64163425
2008,"North Carolina","democrat","Barack Obama",2008-05-17,24,171,TRUE,42.386593
2008,"North Carolina","democrat","Barack Obama",2008-05-19,24,169,TRUE,42.3540842
2008,"North Carolina","democrat","Barack Obama",2008-05-29,23,159,TRUE,41.61847575
2008,"North Carolina","democrat","Barack Obama",2008-06-10,21,147,TRUE,42.108557
2008,"North Carolina","democrat","Barack Obama",2008-06-13,21,144,TRUE,42.1496285625
2008,"North Carolina","democrat","Barack Obama",2008-06-29,18,128,TRUE,42.9293424666667
