president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Donald Trump,Adults,10/30/2020,12/5/2018,12/11/2018,Ipsos,B-,2076,a,.09908061,0,42.9,52,43.122054,50.916823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57089,92255,12/18/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/6/2018,12/9/2018,Morning Consult,B/C,2201,a,.32148745,0,44,51,43.222773,51.712346,"","",https://morningconsult.com/wp-content/uploads/2018/12/181206_crosstabs_HOLLYWOOD_REPORTER_AWARDS.pdf,57261,92562,1/8/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/7/2018,12/10/2018,Morning Consult,B/C,2202,a,.32651827,0,42,51,41.222773,51.712346,"","",https://morningconsult.com/wp-content/uploads/2018/12/181211_crosstabs_HOLLYWOOD_Adults_KEVIN-HART.pdf,57066,92137,12/11/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/8/2018,12/9/2018,YouGov,B,1000,a,.12857013,0,41,54,41.020039,56.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/qs31ujshl7/tabs_Trump_Tweets_20181208.pdf,57034,92095,12/10/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/6/2018,12/12/2018,Ipsos,B-,2256,a,.10755093,0,43.7,51.8,43.922054,50.716823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57142,92271,12/18/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/9/2018,12/11/2018,YouGov,B,1500,a,.1918876,0,43,49,43.020039,51.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ppsei7g0oq/econTabReport.pdf,57084,92177,12/12/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/9/2018,12/10/2018,YouGov,B,1000,a,.12792507,0,42,53,42.020039,55.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/gqe037uh4u/tabs_Trump_Tweets_20181209.pdf,57063,92128,12/10/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/7/2018,12/13/2018,Ipsos,B-,2230,a,.10609798,0,44.3,51.2,44.522054,50.116823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57141,92270,12/18/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/8/2018,12/14/2018,Ipsos,B-,2242,a,.10630639,0,44.2,51.2,44.422054,50.116823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57140,92269,12/18/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/10/2018,12/12/2018,YouGov,B,1000,a,.12900665,0,41,51,41.020039,53.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/dmpwde95vy/tabs_Trump_Tweets_20181210.pdf,57088,92186,12/12/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/9/2018,12/12/2018,NBC News/The Wall Street Journal,A-,900,a,1.3234499,0,43,54,42.133364,54.998,"","",https://www.nbcnews.com/politics/meet-the-press/poll-62-percent-say-trump-isn-t-telling-truth-russia-n948226,57128,92240,12/16/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/9/2018,12/15/2018,Ipsos,B-,2228,a,.10513735,0,45,50.8,45.222054,49.716823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57139,92268,12/18/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/11/2018,12/12/2018,YouGov,B,1000,a,.13014339,0,42,52,42.020039,54.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/88s8hhcgjz/tabs_Trump_Tweets_20181211.pdf,57091,92191,12/12/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/12/2018,12/14/2018,YouGov,B,1000,a,.13131506,0,42,52,42.020039,54.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/tw0bfic7br/tabs_Trump_Tweets_20181212.pdf,57102,92210,12/14/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/10/2018,12/16/2018,Ipsos,B-,2172,a,.10184232,0,45.8,50.4,46.022054,49.316823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57138,92267,12/18/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/10/2018,12/16/2018,Gallup,B,1500,a,.95348806,0,38,57,37.830178,55.849795,"","",http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx,57130,92243,12/17/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/11/2018,12/17/2018,Ipsos,B-,2175,a,.10111645,0,44.3,51.8,44.522054,50.716823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57137,92266,12/18/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/13/2018,12/14/2018,YouGov,B,1000,a,.13178498,0,40,51,40.020039,53.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/em63xwiggi/tabs_Trump_Tweets_20181213.pdf,57126,92237,12/14/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/13/2018,12/14/2018,Morning Consult,B/C,2201,a,.38331079,0,40,54,39.222773,54.712346,"","",https://morningconsult.com/wp-content/uploads/2019/01/181231_crosstabs_CES_MOBILE_Adults_v2_AP.pdf,57237,92506,1/8/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/10/2018,12/17/2018,SurveyMonkey,D-,6075,a,.33883681,0,44,54,40.597284,53.517898,"","",https://drive.google.com/file/d/19oYCG19wirBYvLzuRjO-ribQgW3ALvq4/view,57171,92354,12/26/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/13/2018,12/16/2018,AP-NORC,"",1067,a,1.4610938,0,42,56,43.308228,51.61968,"","",http://www.apnorc.org/PDFs/AP-NORC%20Omnibus%20December%202018/topline_release_1.pdf,57159,92330,12/21/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/14/2018,12/16/2018,YouGov,B,1000,a,.13199989,0,42,53,42.020039,55.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/wngzdr9qxv/tabs_Trump_Tweets_20181214.pdf,57134,92250,12/17/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/12/2018,12/18/2018,Ipsos,B-,2026,a,.09318107,0,43.2,52.6,43.422054,51.516823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57150,92347,12/25/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/15/2018,12/17/2018,YouGov,B,1000,a,.1322856,0,42,52,42.020039,54.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/plx5gshop3/tabs_Trump_Tweets_20181215.pdf,57132,92245,12/17/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/13/2018,12/19/2018,Ipsos,B-,2232,a,.10136311,0,42.5,53,42.722054,51.916823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57179,92380,12/26/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/14/2018,12/20/2018,Ipsos,B-,2231,a,.09996338,0,42.7,52.7,42.922054,51.616823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57178,92379,12/26/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/16/2018,12/18/2018,YouGov,B,1500,a,.19817475,0,41,50,41.020039,52.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/6lj541oi1z/econTabReport.pdf,57146,92288,12/19/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/16/2018,12/17/2018,YouGov,B,1000,a,.1321165,0,41,51,41.020039,53.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fxziy24p5g/tabs_Trump_Tweets_20181216.pdf,57133,92247,12/17/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/15/2018,12/21/2018,Ipsos,B-,2237,a,.09885285,0,42.7,53.1,42.922054,52.016823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57177,92378,12/26/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/18/2018,12/19/2018,YouGov,B,1000,a,.1335018,0,41.5,51,41.520039,53.17467,*,"",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/mv4a34znwv/tabs_Trump_Tweets_20181217.pdf,57147,92290,12/19/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/17/2018,12/20/2018,American Research Group,B,1100,a,1.3950065,0,40,57,41.696751,54.266219,"","",https://americanresearchgroup.com/economy/,57161,92333,12/21/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/16/2018,12/22/2018,Ipsos,B-,2572,a,.11208056,0,42,53.2,42.222054,52.116823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57176,92377,12/26/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/17/2018,12/23/2018,Ipsos,B-,2933,a,.12643981,0,41.7,53.4,41.922054,52.316823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57175,92376,12/26/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/19/2018,12/20/2018,YouGov,B,1000,a,.13361143,0,42,52,42.020039,54.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/gp6j9rzyxy/tabs_Trump_Tweets_20181219.pdf,57158,92328,12/20/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/17/2018,12/22/2018,Gallup,B,1500,a,1.10742,0,39,55,38.830178,53.849795,"","",http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx,57169,92350,12/25/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/18/2018,12/24/2018,Ipsos,B-,3201,a,.13697244,0,42.3,52.7,42.522054,51.616823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57174,92375,12/26/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/20/2018,12/22/2018,YouGov,B,1000,a,.13311712,0,40,54,40.020039,56.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/uyjj25feeb/tabs_Trump_Tweets_20181220.pdf,57163,92335,12/22/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/19/2018,12/25/2018,Ipsos,B-,3176,a,.13539214,0,41.5,53.3,41.722054,52.216823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57204,92438,1/1/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/20/2018,12/23/2018,Morning Consult,B/C,2201,a,.56937033,0,43,51,42.222773,51.712346,"","",https://morningconsult.com/wp-content/uploads/2019/01/181246_crosstabs_HOLLYWOOD_REPORTER_Adults.pdf,57234,92502,1/8/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/21/2018,12/23/2018,YouGov,B,1000,a,.13190864,0,39,52,39.020039,54.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3n2eehbsuq/tabs_Trump_Tweets_20181221.pdf,57164,92338,12/24/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/22/2018,12/23/2018,YouGov,B,1000,a,.13073764,0,38,53,38.020039,55.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/xvxqch67s8/tabs_Trump_Tweets_20181222.pdf,57165,92340,12/24/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/20/2018,12/26/2018,Ipsos,B-,3453,a,.14713469,0,40.7,54.2,40.922054,53.116823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57213,92467,1/2/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/21/2018,12/27/2018,Ipsos,B-,3481,a,.14881392,0,40.8,54.3,41.022054,53.216823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57212,92466,1/2/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/23/2018,12/25/2018,YouGov,B,1500,a,.19440352,0,43,50,43.020039,52.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/32i3vgsdj6/econTabReport.pdf,57191,92408,12/27/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/23/2018,12/24/2018,YouGov,B,1000,a,.12960235,0,41,53,41.020039,55.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/q0jyd7llgs/tabs_Trump_Tweets_20181223.pdf,57199,92424,12/30/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/22/2018,12/28/2018,Ipsos,B-,3582,a,.15419258,0,40.8,53.8,41.022054,52.716823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57211,92465,1/2/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/23/2018,12/29/2018,Ipsos,B-,3275,a,.14258688,0,40.4,54.2,40.622054,53.116823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57210,92464,1/2/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/24/2018,12/27/2018,YouGov,B,1000,a,.12951158,0,41,53,41.020039,55.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/fn1z95n9ho/tabs_Trump_Tweets_20181224.pdf,57200,92426,12/30/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/25/2018,12/27/2018,YouGov,B,1000,a,.12951158,0,41,51,41.020039,53.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/mfawms8m52/tabs_Trump_Tweets_20181225.pdf,57201,92428,12/30/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/24/2018,12/30/2018,Ipsos,B-,2983,a,.13186126,0,40.1,54.3,40.322054,53.216823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57209,92463,1/2/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/26/2018,12/28/2018,YouGov,B,1000,a,.13016649,0,39,50,39.020039,52.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/uh656bvvsh/tabs_Trump_Tweets_20181226.pdf,57196,92418,12/29/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/25/2018,12/31/2018,Ipsos,B-,2721,a,.12245186,0,40.1,54.4,40.322054,53.316823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57224,92488,1/7/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/27/2018,12/29/2018,YouGov,B,1000,a,.13014452,0,40,53,40.020039,55.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/gc87zrw4i9/tabs_Trump_Tweets_20181227.pdf,57197,92420,12/29/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/26/2018,1/1/2019,Ipsos,B-,2482,a,.11390338,0,41,54,41.222054,52.916823,"",T,https://www.ipsos.com/sites/default/files/ct/news/documents/2019-01/2019_reuters_tracking_-_core_political_01_03_2019.pdf,57217,92473,1/3/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/28/2018,12/30/2018,YouGov,B,1000,a,.12902332,0,40,52,40.020039,54.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hy07ddq1w0/tabs_Trump_Tweets_20181228.pdf,57198,92422,12/30/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/27/2018,1/2/2019,Ipsos,B-,662,a,.03099617,0,39.6,56.1,39.822054,55.016823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57243,92528,1/8/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/29/2018,12/31/2018,YouGov,B,1000,a,.12834495,0,42,51,42.020039,53.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ubchdq8avz/tabs_Trump_Tweets_20181229.pdf,57202,92430,12/31/2018,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/30/2018,1/1/2019,YouGov,B,1000,a,.12810699,0,40,52,40.020039,54.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/78c2h4pfyf/tabs_Trump_Tweets_20181230.pdf,57205,92439,1/1/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/28/2018,1/3/2019,Ipsos,B-,996,a,.04723897,0,40.2,55.6,40.422054,54.516823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57242,92527,1/8/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/30/2018,1/1/2019,YouGov,B,1500,a,.19216048,0,42,51,42.020039,53.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/oijdv5i5r9/econTabReport.pdf,57207,92443,1/2/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/29/2018,1/4/2019,Ipsos,B-,1322,a,.06305991,0,38.9,56.7,39.122054,55.616823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57241,92526,1/8/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/1/2019,1/1/2019,YouGov,B,1000,a,.12917936,0,43,50,43.020039,52.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/w8fbyvpkxs/tabs_Trump_Tweets_20181231.pdf,57206,92441,1/1/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/1/2019,1/2/2019,YouGov,B,1000,a,.13028531,0,42,52,42.020039,54.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/74g7y0ggzo/tabs_Trump_Tweets_20190101.pdf,57215,92469,1/2/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/30/2018,1/5/2019,Ipsos,B-,1523,a,.07257354,0,38.9,56.4,39.122054,55.316823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57240,92525,1/8/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,12/31/2018,1/6/2019,Ipsos,B-,1874,a,.08868196,0,38.5,56.5,38.722054,55.416823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57239,92524,1/8/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/2/2019,1/3/2019,YouGov,B,1000,a,.13142646,0,41,52,41.020039,54.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/kjxxspi5cf/tabs_Trump_Tweets_20190102.pdf,57219,92476,1/3/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/3/2019,1/5/2019,YouGov,B,1000,a,.13188004,0,41,53,41.020039,55.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/ijb83viiqx/tabs_Trump_Tweets_20190103.pdf,57222,92481,1/5/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/3/2019,1/5/2019,Morning Consult,B/C,2201,a,.37155735,0,41,53,40.222773,53.712346,"","",https://morningconsult.com/wp-content/uploads/2019/01/190105_crosstabs_WSJ_Adults_v1_AP.pdf,57325,92704,1/16/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/1/2019,1/7/2019,Ipsos,B-,2203,a,.10305949,0,40,55.1,40.222054,54.016823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57238,92523,1/8/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/2/2019,1/8/2019,Ipsos,B-,2044,a,.09427447,0,40,55.1,40.222054,54.016823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57287,92664,1/15/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/3/2019,1/6/2019,Morning Consult,B/C,2201,a,.35354166,0,44,50,43.222773,50.712346,"","",https://morningconsult.com/wp-content/uploads/2019/01/190106_crosstabs_HOLLYWOOD_REPORTER_Adults_v1.pdf,57310,92667,1/15/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/4/2019,1/7/2019,YouGov,B,1000,a,.13075477,0,40,54,40.020039,56.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/8qvdb0mwjd/tabs_Trump_Tweets_20190104.pdf,57227,92491,1/7/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/2/2019,1/10/2019,Gallup,B,1017,a,1.1322398,0,37,59,36.830178,57.849795,"","",http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx,57308,92665,1/15/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/3/2019,1/9/2019,Ipsos,B-,2231,a,.10117798,0,41.3,53.3,41.522054,52.216823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57323,92684,1/15/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/1/2019,1/12/2019,IBD/TIPP,A/B,903,a,1.5993457,0,42,54,42.904748,53.695051,"","",https://www.investors.com/politics/ibd-tipp-poll-trump-approval-russia-investigation/,57301,92653,1/14/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/4/2019,1/10/2019,Ipsos,B-,2462,a,.10966241,0,41.2,53.7,41.422054,52.616823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57322,92683,1/15/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/6/2019,1/8/2019,YouGov,B,1500,a,.19417354,0,40,51,40.020039,53.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/f0al8raalq/econTabReport.pdf,57286,92625,1/9/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/6/2019,1/7/2019,YouGov,B,1000,a,.12944903,0,40,54,40.020039,56.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/2xzyasm4zo/tabs_Trump_Tweets_20190105.pdf,57228,92493,1/7/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/6/2019,1/9/2019,YouGov,B,1000,a,.12951945,0,40,54,40.020039,56.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/5wkq01w96u/tabs_Trump_Tweets_20190106.pdf,57272,92591,1/9/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/7/2019,1/9/2019,YouGov,B,1000,a,.12951945,0,40,53,40.020039,55.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/cs93n06ugb/tabs_Trump_Tweets_20190107.pdf,57273,92593,1/9/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/5/2019,1/11/2019,Ipsos,B-,2754,a,.12049452,0,41.9,53.5,42.122054,52.416823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57321,92682,1/15/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/8/2019,1/10/2019,YouGov,B,1000,a,.13072036,0,40,54,40.020039,56.17467,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/u3v1jr7yt7/tabs_Trump_Tweets_20190108.pdf,57290,92634,1/10/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/6/2019,1/12/2019,Ipsos,B-,3129,a,.13469673,0,41.4,54.3,41.622054,53.216823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57320,92681,1/15/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/7/2019,1/13/2019,SurveyMonkey,D-,10447,a,.48576879,0,44,55,40.597284,54.517898,"","",https://drive.google.com/file/d/19sTIGB6dGY-6wYwP7vJ0fYJ6RbO6D6Jf/view,57351,92742,1/18/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/7/2019,1/13/2019,Ipsos,B-,3323,a,.14111755,0,41.8,53.9,42.022054,52.816823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57319,92680,1/15/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/9/2019,1/10/2019,SurveyMonkey,D-,2629,a,.12224429,0,42,55,38.597284,54.517898,"","",https://www.surveymonkey.com/curiosity/axios-retail-poll/,57298,92649,1/13/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/8/2019,1/14/2019,Ipsos,B-,3338,a,.14055962,0,41,55,41.222054,53.916823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57318,92679,1/15/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/10/2019,1/11/2019,YouGov,B,1000,a,.13138768,0,41.5,51,41.520039,53.17467,*,"",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/y1b4yd6y68/tabs_Trump_Tweets_20190109.pdf,57292,92637,1/11/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/10/2019,1/11/2019,CNN/SSRS,B/C,848,a,1.121545,0,37,57,37.244452,56.461342,"","",http://cdn.cnn.com/cnn/2019/images/01/12/rel1.pdf,57299,92650,1/13/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/10/2019,1/13/2019,Morning Consult,B/C,2201,a,.25757871,0,42,52,41.222773,52.712346,"","",https://morningconsult.com/wp-content/uploads/2019/01/190124_crosstabs_HOLLYWOOD_Adults_v1-1.pdf,57384,92833,1/23/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/9/2019,1/15/2019,Ipsos,B-,3364,a,.14106449,0,40.9,55.1,41.122054,54.016823,"",T,http://polling.reuters.com/#!response/CP3_2/type/smallest/,57331,92809,1/22/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/9/2019,1/14/2019,Kaiser Family Foundation,"",1190,a,1.8700361,0,38,59,38.00208,57.68057,"","",http://files.kff.org/attachment/Topline-KFF-Health-Tracking-Poll-January-2019,57381,92827,1/23/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/11/2019,1/13/2019,Research Co.,B-,1000,a,1.2411848,0,38,58,37.350999,57.910808,"","",https://researchco.ca/wp-content/uploads/2019/01/Release_UnitedStates_22Jan2019.pdf,57367,92784,1/22/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/10/2019,1/13/2019,Marist College,A+,1023,a,1.993735,0,39,53,39.289224,54.057749,"","",http://maristpoll.marist.edu/wp-content/uploads/2019/01/NPR_PBS-NewsHour_Marist-Poll-USA-NOS-and-Tables_1901141631.pdf,57328,92709,1/16/2019,19:39:06 30 Oct 2020
Donald Trump,Adults,10/30/2020,1/10/2019,1/13/2019,Morning Consult,B/C,2201,a,.25757871,0,43,52,42.222773,52.712346,"","",https://morningconsult.com/wp-content/uploads/2019/01/190123_crosstabs_NEWYEARS_Adults_v1_DK.pdf,63129,114912,12/16/2019,19:39:06 30 Oct 2020
